4312s - 2008 through 2011									
Filled Catalog Item Name: KIT - COMMAND REPEATER AND Inc Calendar Year: 									
Inc Number: Ascending order; Req Number Sort Key: Ascending order									
Inc Calendar Year: 2008									
Inc GACC Org Name: Northern California Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Alaska Interagency Coordination Center	AK-ACC-000001	2009 AICC COMMUNICATIONS PREPOSITION	Preparedness/Preposition	E-20	Kit Command Repeater-4312-C147 (4312) (ID-FCK)	ID-FCK	"Jul 14, 2009 6:50:00 AM"	"Jul 24, 2009 11:45:00 AM"	11
Alaska Interagency Coordination Center	AK-ACC-000001	2009 AICC COMMUNICATIONS PREPOSITION	Preparedness/Preposition	E-21	Kit Command Repeater-4312-C077 - NPRA4 (ID-FCK)	ID-FCK	"Jul 14, 2009 6:50:00 AM"	"Jul 14, 2009 9:00:00 PM"	1
Alaska Interagency Coordination Center	AK-ACC-000001	2009 AICC COMMUNICATIONS PREPOSITION	Preparedness/Preposition	E-22.1	Kit Command Repeater-4312-C091 (4312) (ID-FCK)	ID-FCK	"Jul 31, 2009 6:50:00 AM"	"Nov 11, 2009 9:55:00 AM"	104
Alaska Interagency Coordination Center	AK-ACC-000001	2009 AICC COMMUNICATIONS PREPOSITION	Preparedness/Preposition	E-23	Kit Command Repeater-4312-C002 - (C-8) (ID-FCK)	ID-FCK	"Jul 31, 2009 8:40:00 AM"	"Nov 12, 2009 9:55:00 AM"	105
Alaska Interagency Coordination Center	AK-ACC-000001	2009 AICC COMMUNICATIONS PREPOSITION	Preparedness/Preposition	E-24.4	Kit Command Repeater-4312-C112 (4312) (ID-FCK)	ID-FCK	"Aug 4, 2009 4:40:00 PM"	"Aug 5, 2009 4:00:00 PM"	2
Alaska Interagency Coordination Center	AK-ACC-000001	2009 AICC COMMUNICATIONS PREPOSITION	Preparedness/Preposition	E-25	Kit Command Repeater-4312-C036 - C9 (ID-FCK)	ID-FCK	"Aug 4, 2009 4:40:00 PM"	"Aug 6, 2009 7:00:00 PM"	3
Valdez-Copper River Area Forestry  Dispatch	AK-CRS-914362	CHAKINA	Fire - Wildfire	E-7	"4312-AFSC4 KIT, RADIO, CMD REPEATER, AFS, C4 (AK-ACC)"	AK-AKD	"Jul 8, 2009 2:30:00 PM"	"Aug 24, 2009 2:00:00 PM"	48
Delta Area Forestry Dispatch	AK-DAS-912204	HEALY RIVER	Fire - Wildfire	E-1	"4312-AFSC3 (KIT, RADIO, CMD REPEATER, AFS, C3) (AK-ACC)"	AK-AKD	"May 28, 2009 5:45:00 PM"	"Jun 3, 2009 8:05:00 AM"	7
Delta Area Forestry Dispatch	AK-DAS-912433	UPPER HEALY RIVER	Fire - Wildfire	E-4	Kit Command Repeater-4312-C077 - NPRA4 (ID-FCK)	ID-FCK	"Jul 14, 2009 7:40:00 PM"	"Jul 22, 2009 5:00:00 PM"	9
Fairbanks Area Forestry Dispatch	AK-FAS-911320	MINTO FLATS SOUTH	Fire - Wildfire	E-50.7	Kit Command Repeater-4312-C013 (4312) (ID-FCK)	ID-FCK	"Jul 6, 2009 11:30:00 AM"	"Aug 13, 2009 7:00:00 PM"	39
Fairbanks Area Forestry Dispatch	AK-FAS-911320	MINTO FLATS SOUTH	Fire - Wildfire	E-51	Kit Command Repeater-4312-C103 - C10 (4312) (ID-FCK)	ID-FCK	"Jul 6, 2009 11:30:00 AM"	"Aug 12, 2009 12:05:00 PM"	38
Fairbanks Area Forestry Dispatch	AK-FAS-911320	MINTO FLATS SOUTH	Fire - Wildfire	E-120	Kit Command Repeater-4312-C141 - NPRA2 (4312) (ID-FCK)	ID-FCK	"Jul 11, 2009 11:00:00 AM"	"Aug 7, 2009 12:00:00 PM"	28
Fairbanks Area Forestry Dispatch	AK-FAS-911531	HARD LUCK CREEK	Fire - Wildfire	E-17.3	Kit Command Repeater-4312-C112 (4312) (ID-FCK)	ID-FCK	"Aug 5, 2009 3:30:00 PM"	"Aug 26, 2009 12:25:00 PM"	22
Fairbanks Area Forestry Dispatch	AK-FAS-911531	HARD LUCK CREEK	Fire - Wildfire	E-93	Kit Command Repeater-4312-C036 - C9 (ID-FCK)	ID-FCK	"Aug 6, 2009 6:30:00 PM"	"Sep 9, 2009 12:00:00 PM"	35
Fairbanks Area Forestry Dispatch	AK-FAS-911898	RAILBELT COMPLEX	Fire - Wildfire	E-375	Kit Command Repeater-4312-C147 (4312) (ID-FCK)	ID-FCK	"Jul 24, 2009 11:25:00 AM"	"Aug 23, 2009 4:30:00 PM"	31
Fairbanks Area Forestry Dispatch	AK-FAS-911898	RAILBELT COMPLEX	Fire - Wildfire	E-389	Kit Command Repeater-4312-C126 - (C35) tone 7 (ID-FCK)	ID-FCK	"Jul 26, 2009 8:50:00 PM"	"Aug 26, 2009 12:25:00 PM"	32
Fairbanks Area Forestry Dispatch	AK-FAS-911898	RAILBELT COMPLEX	Fire - Wildfire	E-394	Kit Command Repeater-4312-C117 - NPRA4 (ID-FCK)	ID-FCK	"Jul 28, 2009 9:15:00 AM"	"Aug 27, 2009 12:00:00 AM"	30
Fairbanks Area Forestry Dispatch	AK-FAS-911898	RAILBELT COMPLEX	Fire - Wildfire	E-394	Kit Command Repeater-4312-C117 - NPRA4 (ID-FCK)	ID-FCK	"Jul 28, 2009 9:15:00 AM"	"Aug 27, 2009 12:00:00 AM"	31
Fairbanks Area Forestry Dispatch	AK-FAS-911898	RAILBELT COMPLEX	Fire - Wildfire	E-419.1	Kit Command Repeater-4312-C171 (4312) (ID-FCK)	ID-FCK	"Jul 29, 2009 7:30:00 PM"	"Aug 14, 2009 8:05:00 PM"	17
Fairbanks Area Forestry Dispatch	AK-FAS-911898	RAILBELT COMPLEX	Fire - Wildfire	E-420	Kit Command Repeater-4312-C146 (C8) (ID-FCK)	ID-FCK	"Jul 29, 2009 7:30:00 PM"	"Aug 7, 2009 12:00:00 PM"	10
Kenai Interagency Dispatch Center	AK-KKS-903088	MI. 17 EAST END RD	Fire - Wildfire	E-24.1	Kit Command Repeater-4312-C091 (4312) (ID-FCK)	ID-FCK	"May 14, 2009 10:00:00 AM"	"Jun 3, 2009 12:00:00 PM"	21
Kenai Interagency Dispatch Center	AK-KKS-903088	MI. 17 EAST END RD	Fire - Wildfire	E-25	Kit Command Repeater-4312-C186 - C8 (4312) (ID-FCK)	ID-FCK	"May 14, 2009 10:00:00 AM"	"Jun 3, 2009 12:00:00 PM"	21
Kenai Interagency Dispatch Center	AK-KKS-903348	SHANTA CREEK	Fire - Wildfire	E-29.8	Kit Command Repeater-4312-C102  (4312) (ID-FCK)	ID-FCK	"Jul 9, 2009 5:10:00 PM"	"Jul 22, 2009 4:00:00 PM"	14
Kenai Interagency Dispatch Center	AK-KKS-903348	SHANTA CREEK	Fire - Wildfire	E-30	Kit Command Repeater-4312-C036 - C9 (ID-FCK)	ID-FCK	"Jul 9, 2009 5:00:00 PM"	"Jul 22, 2009 3:00:00 PM"	14
Kenai Interagency Dispatch Center	AK-KKS-903348	SHANTA CREEK	Fire - Wildfire	E-519	Kit Command Repeater-4312-C156 (4312) (ID-FCK)	ID-FCK	"Jul 12, 2009 9:15:00 AM"	"Jul 22, 2009 3:00:00 PM"	11
Southwest Area Forestry Dispatch	AK-SWS-904152	TONCLONUKNA	Fire - Wildfire	E-2	"4312-AFSC1 KIT, RADIO, CMD REPEATER, AFS, C1 (AK-ACC)"	AK-AKD	"Jun 11, 2009 6:30:00 PM"	"Jun 20, 2009 3:00:00 PM"	10
Southwest Area Forestry Dispatch	AK-SWS-904164	BROKEN SNOWSHOE	Fire - Wildfire	E-1.10	Kit Command Repeater-4312-C002 - (C-8) (ID-FCK)	ID-FCK	"May 26, 2009 12:30:00 PM"	"Jun 5, 2009 8:30:00 AM"	11
Southwest Area Forestry Dispatch	AK-SWS-904164	BROKEN SNOWSHOE	Fire - Wildfire	E-2	Kit Command Repeater-4312-C195 - C9 (4312) (ID-FCK)	ID-FCK	"May 26, 2009 12:30:00 PM"	"Jun 5, 2009 8:30:00 AM"	11
Southwest Area Forestry Dispatch	AK-SWS-904164	BROKEN SNOWSHOE	Fire - Wildfire	E-12	Kit Command Repeater-4312-C056 - C9 (ID-FCK)	ID-FCK	"May 28, 2009 4:00:00 PM"	"Jun 5, 2009 8:30:00 AM"	9
Southwest Area Forestry Dispatch	AK-SWS-904282	WINTER TRAIL	Fire - Wildfire	E-1	"4312-AFSC1 KIT, RADIO, CMD REPEATER, AFS, C1 (AK-ACC)"	AK-AKD	"Jun 20, 2009 1:30:00 PM"	"Jun 26, 2009 4:50:00 PM"	7
Yukon Tanana Dispatch Center	AK-TAD-000284	TAD ZITZIANA	Fire - Wildfire	E-7	"4312-AFSC3 KIT, RADIO, CMD REPEATER, AFS, C3 (AK-ACC)"	AK-AKD	"Jul 7, 2009 12:25:00 PM"	"Aug 19, 2009 8:30:00 PM"	44
Yukon Tanana Dispatch Center	AK-TAD-000285	TAD BEAR CREEK	Fire - Wildfire	E-4	"4312-AFSC2 KIT, RADIO, CMD REPEATER, AFS, C2 (AK-ACC)"	AK-AKD	"Jul 2, 2009 4:45:00 PM"	"Jul 21, 2009 6:25:00 PM"	20
Yukon Tanana Dispatch Center	AK-TAD-000285	TAD BEAR CREEK	Fire - Wildfire	E-11	Kit Command Repeater-4312-C047 -NRPA1 (4312) (ID-FCK)	ID-FCK	"Jul 13, 2009 1:30:00 PM"	"Aug 19, 2009 8:30:00 PM"	38
Yukon Tanana Dispatch Center	AK-UYD-000175	UYD OLD MAN	Fire - Wildfire	E-3	AFS Special #1 (AK-ACC)	AK-AKD	"May 28, 2009 11:15:00 AM"	"Jun 12, 2009 5:00:00 PM"	16
Yukon Tanana Dispatch Center	AK-UYD-000175	UYD OLD MAN	Fire - Wildfire	E-4	AFS Special #2 (AK-ACC)	AK-AKD	"May 28, 2009 11:15:00 AM"	"Jun 12, 2009 5:00:00 PM"	16
Yukon Tanana Dispatch Center	AK-UYD-000314	UYD LITTLE BLACK ONE	Fire - Wildfire	E-13	"4312-AFSC2 KIT, RADIO, CMD REPEATER, AFS, C2 (AK-ACC)"	AK-AKD	"Jul 23, 2009 2:35:00 PM"	"Aug 1, 2009 5:28:31 PM"	10
Yukon Tanana Dispatch Center	AK-UYD-000347	UYD ROCK SLOUGH	Fire - Wildfire	E-8	"4312-AFSC1 KIT, RADIO, CMD REPEATER, AFS, C1 (AK-ACC)"	AK-AKD	"Jul 7, 2009 12:00:00 PM"	"Aug 12, 2009 6:00:00 PM"	37
Yukon Tanana Dispatch Center	AK-UYD-000359	UYD SHEENJEK	Fire - Wildfire	E-1	"4312-AFSC2 KIT, RADIO, CMD REPEATER, AFS, C2 (AK-ACC)"	AK-AKD	"Jul 23, 2009 11:05:00 AM"	"Jul 23, 2009 2:30:00 PM"	1
Yukon Tanana Dispatch Center	AK-UYD-000458	UYD BIG CREEK	Fire - Wildfire	E-14	"4312-AFSC1 KIT, RADIO, CMD REPEATER, AFS, C1 (AK-ACC)"	AK-AKD	"Aug 12, 2009 6:05:00 PM"	"Aug 21, 2009 12:30:00 PM"	10
Yukon Tanana Dispatch Center	AK-UYD-000496	UYD BLUFF CREEK	Fire - Wildfire	E-11.3	Kit Command Repeater-4312-C054 (4312) (ID-FCK)	ID-FCK	"Jul 31, 2009 3:00:00 PM"	"Aug 1, 2009 10:30:50 AM"	2
Yukon Tanana Dispatch Center	AK-UYD-000496	UYD BLUFF CREEK	Fire - Wildfire	E-12	Kit Command Repeater-4312-C033 - C11 (4312) (ID-FCK)	ID-FCK	"Jul 31, 2009 3:00:00 PM"	"Aug 1, 2009 10:31:34 AM"	2
Yukon Tanana Dispatch Center	AK-UYD-000897	UYD CRAZY MOUNTAIN COMPLEX	Fire - Wildfire	E-10.3	Kit ICS Starter-4390-S044 (4390) (ID-FCK)	ID-FCK	"Aug 1, 2009 10:30:50 AM"	"Aug 19, 2009 8:00:00 PM"	19
Yukon Tanana Dispatch Center	AK-UYD-000897	UYD CRAZY MOUNTAIN COMPLEX	Fire - Wildfire	E-11	Kit Command Repeater-4312-C033 - C11 (4312) (ID-FCK)	ID-FCK	"Aug 1, 2009 10:31:34 AM"	"Aug 19, 2009 8:00:00 PM"	19
Yukon Tanana Dispatch Center	AK-UYD-000897	UYD CRAZY MOUNTAIN COMPLEX	Fire - Wildfire	E-31	"4312-AFSC2 KIT, RADIO, CMD REPEATER, AFS, C2 (AK-ACC)"	AK-AKD	"Aug 1, 2009 5:28:31 PM"	"Aug 19, 2009 8:00:00 PM"	19
Inc GACC Org Name: Eastern Area Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-1.9	Kit Command Repeater-4312-C011 (4312) (ID-FCK)	ID-FCK	"Dec 31, 2008 12:00:00 PM"	"Apr 5, 2009 12:00:00 AM"	95
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-1.9	Kit Command Repeater-4312-C011 (4312) (ID-FCK)	ID-FCK	"Dec 31, 2008 12:00:00 PM"	"Apr 5, 2009 12:00:00 AM"	96
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-2.8	Kit Command Repeater-4312-C204 (4312) (ID-FCK)	ID-FCK	"Dec 31, 2008 12:00:00 PM"	"Mar 23, 2009 12:00:00 AM"	82
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-2.8	Kit Command Repeater-4312-C204 (4312) (ID-FCK)	ID-FCK	"Dec 31, 2008 12:00:00 PM"	"Mar 23, 2009 12:00:00 AM"	83
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-3.9	Kit Command Repeater-4312-C027 - C10 (ID-FCK)	ID-FCK	"Dec 31, 2008 12:00:00 PM"	"Apr 13, 2009 12:35:00 AM"	103
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-3.9	Kit Command Repeater-4312-C027 - C10 (ID-FCK)	ID-FCK	"Dec 31, 2008 12:00:00 PM"	"Apr 13, 2009 12:35:00 AM"	104
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-4.5	Kit Command Repeater-4312-C153 - (C29) (ID-FCK)	ID-FCK	"Mar 25, 2009 3:50:00 PM"	"Apr 28, 2009 5:00:00 PM"	35
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-5.10	Kit Command Repeater-4312-C111 (4312) (ID-FCK)	ID-FCK	"Mar 25, 2009 3:50:00 PM"	"Apr 21, 2009 10:45:00 AM"	28
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-6.1	Kit Command Repeater-4312-C014 (4312) (ID-FCK)	ID-FCK	"Mar 25, 2009 3:50:00 PM"	"Dec 24, 2009 10:14:02 AM"	275
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-7.7	Kit Command Repeater-4312-C057 (4312) (ID-FCK)	ID-FCK	"Mar 25, 2009 3:50:00 PM"	"Apr 17, 2009 12:00:00 PM"	24
Eastern Area Coordination Center	MN-EAC-090002	EA RADIO PREPOSITION 2009	Preparedness/Preposition	E-8.7	Kit Command Repeater-4312-C111 (4312) (ID-FCK)	ID-FCK	"Apr 21, 2009 11:20:00 AM"	"Dec 24, 2009 9:52:40 AM"	248
Eastern Area Coordination Center	MN-EAC-100001	EA RADIO PREPOSITION/STAGING 2010	Preparedness/Preposition	E-1.4	Kit Command Repeater-4312-C111 (4312) (ID-FCK)	ID-FCK	"Dec 24, 2009 9:52:40 AM"	"Dec 28, 2009 11:40:00 AM"	5
Eastern Area Coordination Center	MN-EAC-100001	EA RADIO PREPOSITION/STAGING 2010	Preparedness/Preposition	E-2.1	Kit Command Repeater-4312-C014 (4312) (ID-FCK)	ID-FCK	"Dec 24, 2009 10:14:02 AM"	"Dec 28, 2009 11:40:00 AM"	5
Eastern Area Coordination Center	MN-EAC-100001	EA RADIO PREPOSITION/STAGING 2010	Preparedness/Preposition	E-4.3	Kit Command Repeater-4312-C057 (4312) (ID-FCK)	ID-FCK	"Jan 12, 2010 12:00:00 PM"	"Nov 17, 2010 9:45:00 AM"	310
Eastern Area Coordination Center	MN-EAC-100001	EA RADIO PREPOSITION/STAGING 2010	Preparedness/Preposition	E-5.5	Kit Command Repeater-4312-C111 (4312) (ID-FCK)	ID-FCK	"Dec 30, 2009 10:40:00 AM"	"Apr 15, 2010 4:30:00 PM"	107
Eastern Area Coordination Center	MN-EAC-100001	EA RADIO PREPOSITION/STAGING 2010	Preparedness/Preposition	E-6.6	Kit Command Repeater-4312-C014 (4312) (ID-FCK)	ID-FCK	"Dec 30, 2009 10:50:00 AM"	"Oct 6, 2010 8:55:00 AM"	281
Eastern Area Coordination Center	MN-EAC-100001	EA RADIO PREPOSITION/STAGING 2010	Preparedness/Preposition	E-7.3	Kit Command Repeater-4312-C151 (4312) (ID-FCK)	ID-FCK	"Apr 16, 2010 5:30:00 PM"	"Apr 23, 2010 5:20:00 PM"	8
Eastern Area Coordination Center	MN-EAC-100001	EA RADIO PREPOSITION/STAGING 2010	Preparedness/Preposition	E-8.4	Kit Command Repeater-4312-C082 (4312) (ID-FCK)	ID-FCK	"Apr 23, 2010 12:20:00 PM"	"Dec 3, 2010 7:20:00 AM"	225
Inc GACC Org Name: Eastern Great Basin Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
South Central Idaho Dispatch Center	ID-STF-000165	SADDLEBACK	Fire - Wildfire	E-6	Sawtooth Portable Rptr. (ID-SCC)	ID-STF	"Jul 25, 2009 5:00:00 AM"	"Jul 25, 2009 9:15:00 PM"	1
Color Country Interagency Fire Center	UT-DIF-090163	BRIDGE	Fire - Wildfire	E-11.1	Kit Command Repeater-4312-C221 (4312) (ID-FCK)	ID-FCK	"Jul 16, 2009 12:00:00 PM"	"Jul 22, 2009 6:00:00 PM"	7
Color Country Interagency Fire Center	UT-DIF-090383	MILL FLAT	Fire - Wildfire	E-27.3	Kit Command Repeater-4312-C133 (4312) (ID-FCK)	ID-FCK	"Aug 30, 2009 6:00:00 AM"	"Sep 7, 2009 10:00:00 PM"	9
Color Country Interagency Fire Center	UT-DIF-090383	MILL FLAT	Fire - Wildfire	E-126	Kit Command Repeater-4312-C027 (ID-FCK)	ID-FCK	"Aug 31, 2009 6:35:00 PM"	"Sep 7, 2009 10:00:00 PM"	8
Color Country Interagency Fire Center	UT-DIF-090383	MILL FLAT	Fire - Wildfire	E-165	Kit Command Repeater-4312-C007 (4312) (ID-FCK)	ID-FCK	"Sep 3, 2009 4:00:00 PM"	"Sep 7, 2009 10:00:00 PM"	5
Northern Utah Interagency Fire Center	UT-SLD-000544	BIG POLE	Fire - Wildfire	E-20.6	Kit Command Repeater-4312-C073 (4312) (ID-FCK)	ID-FCK	"Aug 7, 2009 11:05:00 AM"	"Aug 12, 2009 8:40:00 AM"	6
Inc GACC Org Name: National Interagency Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
National Interagency Coordination Center	ID-FCD-000001	2009 AERIAL FIREFIGHTING INSTITUTE	Training - Simulation	E-4	Kit Command Repeater-4312-C077 - NPRA4 (ID-FCK)	ID-FCK	"Feb 23, 2009 12:30:00 PM"	"May 21, 2009 12:00:00 AM"	87
National Interagency Coordination Center	ID-FCD-000001	2009 AERIAL FIREFIGHTING INSTITUTE	Training - Simulation	E-4	Kit Command Repeater-4312-C077 - NPRA4 (ID-FCK)	ID-FCK	"Feb 23, 2009 12:30:00 PM"	"May 21, 2009 12:00:00 AM"	88
Inc GACC Org Name: Northern California Coordination Center									
Inc Disp Org Name	Inc Number	Inc Name	Inc Type	Req Number	Assignment Name	Res Prov Org Unit Code	Mob ETD	Demob ETA	Days Assigned
Felton ECC	CA-CZU-007246	LOCKHEED	Fire - Wildfire	E-61.3	Kit Command Repeater-4312-C192  (4312) (ID-FCK)	ID-FCK	"Aug 13, 2009 4:45:00 PM"	"Aug 24, 2009 12:00:00 PM"	12
Felton ECC	CA-CZU-007246	LOCKHEED	Fire - Wildfire	E-212	Kit Command Repeater-4312-C182 (ID-FCK)	ID-FCK	"Aug 13, 2009 4:45:00 PM"	"Aug 24, 2009 12:00:00 PM"	12
Felton ECC	CA-CZU-007246	LOCKHEED	Fire - Wildfire	E-213	Kit Command Repeater-4312-C026 (4312) (ID-FCK)	ID-FCK	"Aug 13, 2009 4:45:00 PM"	"Aug 24, 2009 12:00:00 PM"	12
Felton ECC	CA-CZU-009867	LOMA	Fire - Wildfire	E-110.1	Kit Command Repeater-4312-C045 (4312) (ID-FCK)	ID-FCK	"Oct 26, 2009 8:00:00 AM"	"Oct 31, 2009 10:05:00 AM"	6
Yreka Interagency ECC	CA-KNF-004692	TENNANT	Fire - Wildfire	E-52.5	Kit Command Repeater-4312-C045 (4312) (ID-FCK)	ID-FCK	"Jul 21, 2009 11:05:00 AM"	"Jul 25, 2009 8:05:00 AM"	5
Yreka Interagency ECC	CA-KNF-005754	RED ROCK	Fire - Wildfire	E-16.8	Kit Command Repeater-4312-C064 (4312) (ID-FCK)	ID-FCK	"Aug 22, 2009 3:00:00 PM"	"Sep 13, 2009 7:15:00 AM"	23
Yreka Interagency ECC	CA-KNF-005754	RED ROCK	Fire - Wildfire	E-34	Kit Command Repeater-4312-C156 (4312) (ID-FCK)	ID-FCK	"Aug 23, 2009 4:40:00 PM"	"Sep 13, 2009 7:20:00 AM"	22
Yreka Interagency ECC	CA-KNF-005754	RED ROCK	Fire - Wildfire	E-35	Kit Command Repeater-4312-C163 (ID-FCK)	ID-FCK	"Aug 23, 2009 4:40:00 PM"	"Aug 26, 2009 6:00:00 PM"	4
Susanville Interagency ECC	CA-LNF-003782	EAGLE LAKE LCA (BOGARD)	Fire - Other	E-15.2	Kit Command Repeater-4312-C133 (4312) (ID-FCK)	ID-FCK	"Aug 4, 2009 5:40:00 PM"	"Aug 13, 2009 12:00:00 AM"	9
Susanville Interagency ECC	CA-LNF-003782	EAGLE LAKE LCA (BOGARD)	Fire - Other	E-15.2	Kit Command Repeater-4312-C133 (4312) (ID-FCK)	ID-FCK	"Aug 4, 2009 5:40:00 PM"	"Aug 13, 2009 12:00:00 AM"	10
Susanville Interagency ECC	CA-LNF-003874	BROWN (H-31)	Fire - Wildfire	E-16.9	Kit Command Repeater-4312-C031 - C26 (ID-FCK)	ID-FCK	"Aug 3, 2009 5:30:00 PM"	"Aug 6, 2009 7:14:04 PM"	4
Susanville Interagency ECC	CA-LNF-003874	BROWN (H-31)	Fire - Wildfire	E-120	Kit Command Repeater-4312-C106 - C23 (4312) (ID-FCK)	ID-FCK	"Aug 5, 2009 1:05:00 PM"	"Aug 6, 2009 11:30:51 PM"	2
Susanville Interagency ECC	CA-LNF-003923	HAT CREEK COMPLEX	Fire - Wildfire	E-159.3	Kit Command Repeater-4312-C031 - C26 (ID-FCK)	ID-FCK	"Aug 6, 2009 7:14:04 PM"	"Aug 9, 2009 6:00:00 PM"	4
Susanville Interagency ECC	CA-LNF-003923	HAT CREEK COMPLEX	Fire - Wildfire	E-193	Kit Command Repeater-4312-C106 - C23 (4312) (ID-FCK)	ID-FCK	"Aug 6, 2009 11:30:51 PM"	"Aug 11, 2009 3:00:00 PM"	6
Modoc Interagency ECC	CA-MDF-000266	UPPER COMPLEX	Fire - Wildfire	E-3.1	Kit Command Repeater-4312-C154 (4312) (ID-FCK)	ID-FCK	"Aug 2, 2009 8:00:00 AM"	"Aug 5, 2009 12:00:00 PM"	4
Mendocino Interagency ECC	CA-MNF-001118	SUMMIT	Fire - Wildfire	E-6.3	Kit Command Repeater-4312-C001 (4312) (ID-FCK)	ID-FCK	"Aug 13, 2009 10:30:00 AM"	"Aug 17, 2009 2:00:00 PM"	5
Mendocino Interagency ECC	CA-MNF-001118	SUMMIT	Fire - Wildfire	E-19	Kit Command Repeater-4312-C146 - C8 (4312) (ID-FCK)	ID-FCK	"Aug 14, 2009 10:00:00 AM"	"Aug 17, 2009 2:00:00 PM"	4
Grass Valley Interagency ECC	CA-NEU-016856	YUBA	Fire - Wildfire	E-93.6	Kit Command Repeater-4312-C035 (4312) (ID-FCK)	ID-FCK	"Aug 15, 2009 7:00:00 PM"	"Aug 23, 2009 12:00:00 PM"	9
Grass Valley Interagency ECC	CA-NEU-016856	YUBA	Fire - Wildfire	E-154	Kit Command Repeater-4312-C127 - C12 (4312) (ID-FCK)	ID-FCK	"Aug 17, 2009 8:35:00 AM"	"Aug 23, 2009 12:00:00 PM"	7
Susanville Interagency ECC	CA-NOD-003703	MENDIBOURNE (W-4)	Fire - Wildfire	E-17.7	Kit Command Repeater-4312-C121 (4312) (ID-FCK)	ID-FCK	"Aug 2, 2009 8:00:00 AM"	"Aug 5, 2009 3:00:00 PM"	4
Northern California Coordination Center	CA-ONC-000007	ONC INCIDENT RADIO SUPPORT 2009	Other Support	E-1.6	Kit Command Repeater-4312-C041 (4312) (ID-FCK)	ID-FCK	"Jan 5, 2009 1:06:25 PM"	"Mar 11, 2009 12:00:00 PM"	66
Northern California Coordination Center	CA-ONC-000007	ONC INCIDENT RADIO SUPPORT 2009	Other Support	E-2.3	Kit Command Repeater-4312-C203 - C25 (ID-FCK)	ID-FCK	"Jan 5, 2009 1:08:28 PM"	"Mar 11, 2009 12:00:00 PM"	66
Northern California Coordination Center	CA-ONC-000007	ONC INCIDENT RADIO SUPPORT 2009	Other Support	E-3.5	Kit Command Repeater-4312-C184 (4312) (ID-FCK)	ID-FCK	"Jan 5, 2009 1:10:16 PM"	"Mar 11, 2009 12:00:00 PM"	66
Northern California Coordination Center	CA-ONC-000007	ONC INCIDENT RADIO SUPPORT 2009	Other Support	E-4.5	Kit Command Repeater-4312-C121 (4312) (ID-FCK)	ID-FCK	"Mar 6, 2009 3:00:00 PM"	"Aug 2, 2009 12:00:00 PM"	150
Northern California Coordination Center	CA-ONC-000007	ONC INCIDENT RADIO SUPPORT 2009	Other Support	E-5.9	Kit Command Repeater-4312-C063 (4312) (ID-FCK)	ID-FCK	"Mar 6, 2009 3:00:00 PM"	"Jul 5, 2009 11:00:00 AM"	122
Northern California Coordination Center	CA-ONC-000007	ONC INCIDENT RADIO SUPPORT 2009	Other Support	E-6.4	Kit Command Repeater-4312-C154 (4312) (ID-FCK)	ID-FCK	"Mar 6, 2009 3:00:00 PM"	"Aug 2, 2009 12:00:00 PM"	150
Northern California Coordination Center	CA-ONC-000007	ONC INCIDENT RADIO SUPPORT 2009	Other Support	E-8.5	Kit Command Repeater-4312-C045 (4312) (ID-FCK)	ID-FCK	"Jul 5, 2009 5:30:00 PM"	"Jul 21, 2009 11:10:00 AM"	17
Northern California Coordination Center	CA-ONC-000007	ONC INCIDENT RADIO SUPPORT 2009	Other Support	E-9.9	Kit Command Repeater-4312-C001 (4312) (ID-FCK)	ID-FCK	"Aug 2, 2009 2:55:00 PM"	"Aug 13, 2009 1:30:00 PM"	12
